date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:42:10	71756/71756	---M-Z	200	added ('OK')	text/css	etag:%221184c-604739113ad80-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/vendors/animate.min.css?ver=4.1.1	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/vendors/animate.min0235.css	(from https://jthemes.net/themes/wp/genz/)
12:42:11	153426/153426	---M-Z	200	added ('OK')	text/css	etag:%2225752-604739113ad80-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/vendors/bootstrap.min.css?ver=1.0	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/vendors/bootstrap.min5152.css	(from https://jthemes.net/themes/wp/genz/)
12:42:11	19638/19638	---M-Z	200	added ('OK')	text/css	etag:%224cb6-604739113ad80-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/woocommerce.css?ver=1.0.9	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/woocommercecb18.css	(from https://jthemes.net/themes/wp/genz/)
12:42:12	138883/138883	---M-Z	200	added ('OK')	text/css	etag:%2221e83-604739113ad80-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/style.css?ver=1.0.9	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/stylecb18.css	(from https://jthemes.net/themes/wp/genz/)
12:42:12	31115/31115	---M-Z	200	added ('OK')	text/css	etag:%22798b-604739113ad80-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/genz.css?ver=1.0.9	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/genzcb18.css	(from https://jthemes.net/themes/wp/genz/)
12:42:13	528/528	---M-Z	200	added ('OK')	text/css	etag:%22210-604739113ad80-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/style.css?ver=6.6.1	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/styleb6a4.css	(from https://jthemes.net/themes/wp/genz/)
12:42:13	2382/2382	---M-Z	200	added ('OK')	text/css	etag:%2294e-604739113ad80-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/color-mode.css?ver=1.0	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/css/color-mode5152.css	(from https://jthemes.net/themes/wp/genz/)
12:42:14	19488/19488	---M-Z	200	added ('OK')	text/css	etag:%224c20-6022c7f5ecdc0-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind618.css	(from https://jthemes.net/themes/wp/genz/)
12:42:14	111754/111754	---M-Z	200	added ('OK')	text/css	etag:%221b48a-6022c7f5ecdc0-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.15.1	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/plugins/elementor/assets/css/frontend-lite.min5829.css	(from https://jthemes.net/themes/wp/genz/)
12:42:15	12876/12876	---M-Z	200	added ('OK')	text/css	etag:%22324c-6022c7f5ecdc0-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://jthemes.net/themes/wp/genz/)
12:42:15	1099/1099	---M-Z	200	added ('OK')	text/css	etag:%2244b-6022c814715c0-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/elementor/css/post-7.css?ver=1691240031	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/elementor/css/post-79f92.css	(from https://jthemes.net/themes/wp/genz/)
12:42:16	9475/9475	---M-Z	200	added ('OK')	text/css	etag:%222503-6022c814715c0-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/elementor/css/global.css?ver=1691240031	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/elementor/css/global9f92.css	(from https://jthemes.net/themes/wp/genz/)
12:42:17	326/326	---M-Z	200	added ('OK')	text/css	etag:%22146-6022c814715c0-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/elementor/css/post-5.css?ver=1691240031	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/elementor/css/post-59f92.css	(from https://jthemes.net/themes/wp/genz/)
12:42:17	86/86	---M-Z	200	added ('OK')	text/css	etag:%2256-5f53a035eb540-gzip%22	https://jthemes.net/themes/wp/genz/wp-content/plugins/control-block-patterns/assets/css/control-block-patterns.css?ver=1.3.5.3	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/plugins/control-block-patterns/assets/css/control-block-patterns1abb.css	(from https://jthemes.net/themes/wp/genz/)
12:42:18	4307/4307	---M-Z	200	added ('OK')	text/javascript	etag:%2210d3-61521ab284622-gzip%22	https://jthemes.net/themes/wp/genz/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-includes/js/dist/hooks.min2757.js	(from https://jthemes.net/themes/wp/genz/)
12:42:20	12829/12829	---MCZ	200	added ('OK')	application/javascript	etag:W/12868-1717166114261.106	https://stats.wp.com/w.js?ver=202434	C:/Users/Sofiyan/Desktop/travels/Travels/stats.wp.com/w00bd.js	(from https://jthemes.net/themes/wp/genz/)
12:42:21	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-6099e7ebe3b26-gzip%22	https://jthemes.net/themes/wp/genz/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-includes/js/jquery/jquery.minf43b.js	(from https://jthemes.net/themes/wp/genz/)
12:42:23	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-60277d9297300-gzip%22	https://jthemes.net/themes/wp/genz/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://jthemes.net/themes/wp/genz/)
12:42:26	92087/92087	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Aug%202024%2010:42:23%20GMT	https://jthemes.net/themes/wp/genz/wp-json/wp/v2/pages/5	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-json/wp/v2/pages/5.json	(from https://jthemes.net/themes/wp/genz/)
12:42:30	1112444/1112444	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Aug%202024%2010:42:24%20GMT	https://jthemes.net/themes/wp/genz/wp-json/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-json/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:31	870/870	---M-Z	200	added ('OK')	text/xml	date:Fri,%2023%20Aug%202024%2010:42:30%20GMT	https://jthemes.net/themes/wp/genz/xmlrpc.php?rsd	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/xmlrpc0db0.php	(from https://jthemes.net/themes/wp/genz/)
12:42:33	2069/2069	---MC-	200	added ('OK')	application/json	date:Fri,%2023%20Aug%202024%2010:42:31%20GMT	https://jthemes.net/themes/wp/genz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjthemes.net%2Fthemes%2Fwp%2Fgenz%2F	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-json/oembed/1.0/embed42e6.json	(from https://jthemes.net/themes/wp/genz/)
12:42:36	2219/2219	---M-Z	200	added ('OK')	text/xml	date:Fri,%2023%20Aug%202024%2010:42:35%20GMT	https://jthemes.net/themes/wp/genz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjthemes.net%2Fthemes%2Fwp%2Fgenz%2F&format=xml	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-json/oembed/1.0/embed9b12	(from https://jthemes.net/themes/wp/genz/)
12:42:37	4018/4018	---M--	200	added ('OK')	image/png	etag:%22fb2-5f86b772a4000%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/site-icon-100x100.png	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/site-icon-100x100.png	(from https://jthemes.net/themes/wp/genz/)
12:42:37	3125/3125	---M--	200	added ('OK')	image/png	etag:%22c35-5f4fc8989d200%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/site-icon.png	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/site-icon.png	(from https://jthemes.net/themes/wp/genz/)
12:42:38	1927/1927	---M--	200	added ('OK')	image/svg+xml	etag:%22787-604739113ad80%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/favicon.svg	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/favicon.svg	(from https://jthemes.net/themes/wp/genz/)
12:42:39	5219/5219	---M--	200	added ('OK')	image/svg+xml	etag:%221463-604739113ad80%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/logo.svg	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/logo.svg	(from https://jthemes.net/themes/wp/genz/)
12:42:40	5210/5210	---M--	200	added ('OK')	image/svg+xml	etag:%22145a-604739113ad80%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/logo-dark.svg	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/logo-dark.svg	(from https://jthemes.net/themes/wp/genz/)
12:42:42	65144/65144	---M--	200	added ('OK')	image/png	etag:%22fe78-604739113ad80%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/page/homepage1/banner.png	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/page/homepage1/banner.png	(from https://jthemes.net/themes/wp/genz/)
12:42:46	144073/144073	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:43%20GMT	https://jthemes.net/themes/wp/genz/home-version-2/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/home-version-2/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:47	108445/108445	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:43%20GMT	https://jthemes.net/themes/wp/genz/about/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/about/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:47	129223/129223	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:43%20GMT	https://jthemes.net/themes/wp/genz/home-version-3/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/home-version-3/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:47	128839/128839	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:44%20GMT	https://jthemes.net/themes/wp/genz/home-version-4/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/home-version-4/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:47	639/639	---M--	200	added ('OK')	image/svg+xml	etag:%2227f-604739113ad80%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/pattern-1.svg	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/pattern-1.svg	(from https://jthemes.net/themes/wp/genz/)
12:42:49	92142/92142	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:47%20GMT	https://jthemes.net/themes/wp/genz/projects/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/projects/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:50	92232/92232	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:48%20GMT	https://jthemes.net/themes/wp/genz/portfolio-style-2/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/portfolio-style-2/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:50	68529/68529	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:48%20GMT	https://jthemes.net/themes/wp/genz/portfolio/disk-cover/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/portfolio/disk-cover/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:50	90818/90818	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:48%20GMT	https://jthemes.net/themes/wp/genz/category/travel-tips/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/category/travel-tips/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:50	645/645	---M--	200	added ('OK')	image/svg+xml	etag:%22285-604739113ad80%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/pattern-2.svg	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/pattern-2.svg	(from https://jthemes.net/themes/wp/genz/)
12:42:51	676/676	---M--	200	added ('OK')	image/svg+xml	etag:%222a4-604739113ad80%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/pattern-3.svg	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/pattern-3.svg	(from https://jthemes.net/themes/wp/genz/)
12:42:53	91621/91621	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:51%20GMT	https://jthemes.net/themes/wp/genz/category/lifestyle/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/category/lifestyle/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:53	95238/95238	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:51%20GMT	https://jthemes.net/themes/wp/genz/category/healthy/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/category/healthy/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:54	691/691	---M--	200	added ('OK')	image/svg+xml	etag:%222b3-604739113ad80%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/pattern-4.svg	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/template/pattern-4.svg	(from https://jthemes.net/themes/wp/genz/)
12:42:54	71355/71355	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:51%20GMT	https://jthemes.net/themes/wp/genz/category/design/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/category/design/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:55	77965/77965	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:52%20GMT	https://jthemes.net/themes/wp/genz/category/technology/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/category/technology/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:56	91215/91215	---M--	200	added ('OK')	image/png	etag:%221644f-5f47ac7cf6ac0%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/design.png	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/design.png	(from https://jthemes.net/themes/wp/genz/)
12:42:56	88250/88250	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:54%20GMT	https://jthemes.net/themes/wp/genz/category/interviews/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/category/interviews/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:57	80228/80228	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:55%20GMT	https://jthemes.net/themes/wp/genz/self-observation-is-the-first-step-of-inner-unfolding-2/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/self-observation-is-the-first-step-of-inner-unfolding-2/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:57	70967/70967	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:55%20GMT	https://jthemes.net/themes/wp/genz/self-observation-is-the-first-step-of-inner-unfolding/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/self-observation-is-the-first-step-of-inner-unfolding/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:59	68656/68656	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:57%20GMT	https://jthemes.net/themes/wp/genz/self-observation-is-the-first-step-of-inner-unfolding-6/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/self-observation-is-the-first-step-of-inner-unfolding-6/index.html	(from https://jthemes.net/themes/wp/genz/)
12:42:59	148365/148365	---M--	200	added ('OK')	image/png	etag:%222438d-5f47abddb3300%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/sport.png	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/sport.png	(from https://jthemes.net/themes/wp/genz/)
12:43:00	75541/75541	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:57%20GMT	https://jthemes.net/themes/wp/genz/contact/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/contact/index.html	(from https://jthemes.net/themes/wp/genz/)
12:43:00	88164/88164	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:42:58%20GMT	https://jthemes.net/themes/wp/genz/shop/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/shop/index.html	(from https://jthemes.net/themes/wp/genz/)
12:43:00	9887/9887	---M--	200	added ('OK')	image/jpeg	etag:%22269f-5f47ac5c89e40%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/img2.jpg	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/img2.jpg	(from https://jthemes.net/themes/wp/genz/)
12:43:03	82584/82584	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:43:00%20GMT	https://jthemes.net/themes/wp/genz/tag/lifestyle/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/tag/lifestyle/index.html	(from https://jthemes.net/themes/wp/genz/)
12:43:03	82657/82657	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:43:01%20GMT	https://jthemes.net/themes/wp/genz/tag/travel/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/tag/travel/index.html	(from https://jthemes.net/themes/wp/genz/)
12:43:04	83802/83802	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:43:01%20GMT	https://jthemes.net/themes/wp/genz/tag/business/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/tag/business/index.html	(from https://jthemes.net/themes/wp/genz/)
12:43:04	83768/83768	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:43:01%20GMT	https://jthemes.net/themes/wp/genz/tag/space/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/tag/space/index.html	(from https://jthemes.net/themes/wp/genz/)
12:43:06	132383/132383	---M--	200	added ('OK')	image/png	etag:%222051f-5f47acce06a00%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/lifestyle.png	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/lifestyle.png	(from https://jthemes.net/themes/wp/genz/)
12:43:07	83758/83758	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:43:04%20GMT	https://jthemes.net/themes/wp/genz/tag/food/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/tag/food/index.html	(from https://jthemes.net/themes/wp/genz/)
12:43:07	123013/123013	---M--	200	added ('OK')	image/png	etag:%221e085-5f47aca7e1000%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/movie.png	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/movie.png	(from https://jthemes.net/themes/wp/genz/)
12:43:08	6157/6157	---M--	200	added ('OK')	image/jpeg	etag:%22180d-5f47ac0d62380%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/img3.jpg	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/img3.jpg	(from https://jthemes.net/themes/wp/genz/)
12:43:08	148365/148365	---M--	200	added ('OK')	image/png	etag:%222438d-604739113ad80%22	https://jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/page/homepage1/sport.png	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/themes/genz/assets/imgs/page/homepage1/sport.png	(from https://jthemes.net/themes/wp/genz/)
12:43:09	75173/75173	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:43:07%20GMT	https://jthemes.net/themes/wp/genz/category/movie/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/category/movie/index.html	(from https://jthemes.net/themes/wp/genz/)
12:43:10	24302/24302	---M--	200	added ('OK')	image/jpeg	etag:%225eee-5f47ae897c040%22	https://jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/news2.jpg	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/wp-content/uploads/2023/02/news2.jpg	(from https://jthemes.net/themes/wp/genz/)
12:43:11	79456/79456	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2010:43:07%20GMT	https://jthemes.net/themes/wp/genz/category/sports/	C:/Users/Sofiyan/Desktop/travels/Travels/jthemes.net/themes/wp/genz/category/sports/index.html	(from https://jthemes.net/themes/wp/genz/)
